,time,user_followers,Polarity,Subjectivity,BERT_SCORE,Vader_Comp,Vader_Pos,Vader_Neg,Vader_Neu,W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,W_BERT_Label,high,low,open,volumefrom,volumeto,close,Change,Change_Pct,Change_Cat
45,2021-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58431.44,53795.78,57374.95,51098.9,2865346861,54095.36,260.09,0.4807990926,1
46,2021-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55836.27,52984.36,54095.36,44780.24,2444787015,54355.45,-2052.43,-3.775941511,-1
47,2021-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57202.53,51685.15,54355.45,62596.16,3420695084,52303.02,-966.93,-1.84870778,-1
48,2021-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53199.52,50406.31,52303.02,69776.36,3617760373,51336.09,3719.34,7.245078462,1
49,2021-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55083.9,51275.54,51336.09,46165.63,2461374478,55055.43,808.3,1.468156729,1
50,2021-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56606.78,53991,55055.43,27392.29,1514783182,55863.73,-82.72,-0.1480746094,-1
51,2021-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56561.55,54717.97,55863.73,24145.77,1345583217,55781.01,1845.09,3.307738601,1
52,2021-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58413.9,54910.57,55781.01,51547.9,2950020310,57626.1,1155.44,2.005063678,1
53,2021-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59402.27,57055.21,57626.1,35315.45,2064647136,58781.54,12.26,0.02085688806,1
54,2021-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59818.5,56918.81,58781.54,46494.48,2727194336,58793.8,-62.98,-0.1071201385,-1
55,2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59469.45,57949.11,58793.8,28027.66,1648724834,58730.82,256.98,0.4375556139,1
56,2021-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60061.51,58458.46,58730.82,29748.03,1765524921,58987.8,-1912.83,-3.242755282,-1
57,2021-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59770.87,56958.04,58987.8,25104.9,1470430520,57074.97,1144.46,2.005187213,1
58,2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58493.73,56493.38,57074.97,19002.99,1093079652,58219.43,900.13,1.546098957,1
59,2021-04-05,156683,4.070292208,16.57934704,46.56981206,9.841,4.718,1.133,48.149,10877.021,1301.624,144504.355,29002.6444,129728.8081,14471.077,29751.32711,5537,59235.68,56833.44,58219.43,24696.26,1439529332,59119.56,-1109.21,-1.876214911,-1
60,2021-04-06,236505,10.77133838,24.84133478,80.62239808,18.4918,8.278,2.167,82.556,32909.201,5223.778,198373.874,84888.195,206107.1808,43473.84549,74242.08132,20673,59464.31,57369.44,59119.56,26304.15,1535666142,58010.35,-2058.37,-3.548280609,-1
61,2021-04-07,480099,5.166248196,27.63224747,91.28342792,5.8069,4.901,2.525,98.573,21726.136,1387.93,456979.365,63885.4096,407731.7744,39397.26502,179991.1791,4750,58628.19,55467.58,58010.35,50347.59,2855410825,55951.98,2132.48,3.811268162,1
62,2021-04-08,195375,9.695555556,25.40085137,76.65115017,11.9989,5.992,1.371,82.637,14609.729,3073.717,177691.554,25056.9034,165873.0396,21865.62247,58908.27969,-22775,58150.23,55711.07,55951.98,25461.84,1458096434,58084.46,22.39,0.03854731541,1
63,2021-04-09,441243,2.652459115,13.21741823,58.87027404,7.033,5.065,2.312,60.621,7988.002,1225.284,432022.492,18914.5705,396195.1477,3052.137097,16768.92912,639,58881.94,57694.22,58084.46,21314.29,1241735092,58106.85,1677.95,2.887697406,1
64,2021-04-10,441243,9.697940115,29.02357864,94.68545416,17.0906,8.257,2.442,101.301,45900.45,8642.882,386699.668,103921.376,369052.4812,54313.07276,137705.0019,70802,61193.5,57885.43,58106.85,38726.18,2322058695,59784.8,195.65,0.3272570954,1
65,2021-04-11,103521,2.14,9.36,36.45610762,5.4544,2.444,0.628,38.928,2719.376,591.439,100210.185,6256.5774,88488.06736,-4243.03,15786.13,1090,60673.37,59218.25,59784.8,20365.62,1218894531,59980.45,-134.69,-0.2245565013,-1
66,2021-04-12,116956,0.9784036797,14.29258297,39.00187701,2.8908,2.455,1.59,41.956,4695.24,4050.917,108210.802,2834.3081,93343.0736,-1900.067165,29292.21839,4828,61233.29,59421.37,59980.45,31804.9,1913098389,59845.76,3712.72,6.203814606,1
67,2021-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63682.32,59811.31,59845.76,52964.84,3299086697,63558.48,-594.21,-0.9349027856,-1
68,2021-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64859.81,61312.98,63558.48,64272.96,4066819696,62964.27,268.76,0.4268452568,1
69,2021-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63826.89,62038.33,62964.27,34089.46,2146219571,63233.03,-1816.62,-2.872897282,-1
70,2021-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63567.11,60048.13,63233.03,57540.3,3544777401,61416.41,-1360.34,-2.214945484,-1
71,2021-04-17,28756,0.2595151515,2.645939394,8.824464381,1.2316,0.756,0.556,8.688,3053.148,139.915,25562.688,12856.6492,26201.26639,159.3555152,1357.069939,0,62541.21,59712.92,61416.41,34261.66,2093039586,60056.07,-3809.25,-6.342822632,-1
72,2021-04-18,527201,14.89837125,48.09673371,140.560366,23.7705,11.505,5.508,142.986,38969.188,11801.817,476337.556,124311.2433,473226.4808,27362.21485,129003.5925,6393,60393.33,52785.1,60056.07,112545.94,6264051812,56246.82,-566.71,-1.007541404,-1
73,2021-04-19,586182,6.288510582,36.43773761,105.6460889,13.9409,7.763,4.697,110.538,30563.637,22548.807,533069.179,30164.7986,510161.7476,39463.82729,215714.6255,-88936,57590.64,54291.08,56246.82,48650.49,2732647682,55680.11,815.95,1.465424547,1
74,2021-04-20,614518,11.21764574,39.72666162,113.8793021,16.9898,7.265,3.018,122.718,38416.258,7726.989,568375.104,133045.2577,495276.6679,102328.8464,229899.3112,138476,57101.05,53429.73,55680.11,55866.75,3091319806,56496.06,-2692.81,-4.766367779,-1
75,2021-04-21,717633,13.26074483,47.20159103,131.845313,22.5808,9.971,4.014,139.014,60053.147,24548.401,632974.169,143356.8558,622362.2075,22583.48847,203267.5698,10567,56801.94,53640.81,56496.06,41813.35,2312255459,53803.25,-2085.64,-3.876420105,-1
76,2021-04-22,557945,13.73639866,59.11145391,151.9413344,9.5165,9.076,7.167,160.758,28992.285,14045.614,514907.597,56011.0797,493182.971,50443.38237,223251.0116,-14381,55458.61,50519.78,53803.25,84222.11,4488994738,51717.61,-539.58,-1.043319674,-1
77,2021-04-23,938090,12.74158537,54.828004,169.7565152,16.4352,11.991,6.838,178.174,39978.428,17193.742,880926.032,64490.8053,807541.9581,56285.89121,209961.1951,-239550,52112.75,47495.24,51717.61,105510.21,5241192198,51178.03,-1062.04,-2.075187341,-1
78,2021-04-24,637308,11.51442448,35.12345791,104.646367,18.6098,8.249,3.726,108.028,62440.445,17615.844,557174.056,182989.0718,544060.5875,5672.880586,215949.8631,59145,51223.86,48769.48,51178.03,33894.94,1695108976,50115.99,-995.02,-1.98543419,-1
79,2021-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50576.4,47073.07,50115.99,44241.37,2176241676,49120.97,4941.32,10.0594919,1
80,2021-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54389.71,48843.41,49120.97,61603.5,3254396665,54062.29,1011.19,1.870416514,1
81,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55490.94,53357.59,54062.29,40602.56,2220077233,55073.48,-195.54,-0.355052922,-1
82,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56461.55,53886.63,55073.48,42647.15,2339383717,54877.94,-1296.36,-2.362260683,-1
83,2021-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55217.24,52399.42,54877.94,43948.76,2359198138,53581.58,4176.39,7.794451003,1
84,2021-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57984.34,53089.93,53581.58,48771,2719315702,57757.97,85.19,0.147494796,1
85,2021-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58498.65,57057.4,57757.97,26146.3,1511783660,57843.16,-1219.65,-2.108546629,-1
86,2021-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57934.82,56092.72,57843.16,21671.56,1230710822,56623.51,571.56,1.009404044,1
87,2021-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58963.84,56531.6,56623.51,41015.04,2371465902,57195.07,-3951,-6.907938044,-1
88,2021-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57226.81,53108.04,57195.07,64556.47,3556756117,53244.07,4262.81,8.006168574,1
89,2021-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57944.11,52978.89,53244.07,56998.25,3200062631,57506.88,-1064.94,-1.851847988,-1
90,2021-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58392.76,55299.4,57506.88,50632.92,2878647496,56441.94,932.39,1.651945344,1
91,2021-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58695.29,55311.16,56441.94,42812.69,2439662460,57374.33,1568.8,2.734323869,1
92,2021-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59521.69,56985.44,57374.33,37728.82,2211507566,58943.13,-648.95,-1.100976484,-1
93,2021-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59276.99,56350.98,58943.13,45716.87,2645394205,58294.18,-2424.17,-4.158511193,-1
94,2021-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59587.03,54239.16,58294.18,71168.05,4067497161,55870.01,877.51,1.570627963,1
95,2021-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56928.37,54490.38,55870.01,42949.94,2395231325,56747.52,-7243.44,-12.76432873,-1
96,2021-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58005.44,49182.89,56747.52,74345.74,4035173481,49504.08,196.52,0.3969773805,1
97,2021-05-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51377.99,47029.73,49504.08,119769.29,5919941740,49700.6,187.36,0.3769773403,1
98,2021-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51554.66,48910.06,49700.6,42891.66,2156016500,49887.96,-3112.67,-6.239321071,-1
99,2021-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50710.05,46606.18,49887.96,53332.47,2591003798,46775.29,-284.58,-0.6083981521,-1
100,2021-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49808.83,43918.69,46775.29,79337.9,3693969205,46490.71,-2938.57,-6.320768171,-1
101,2021-05-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46665.19,42130.83,46490.71,134127.17,5896147491,43552.14,-666.12,-1.529477082,-1
102,2021-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45819.36,42309.39,43552.14,71930.7,3159184423,42886.02,-6114.15,-14.25674381,-1
103,2021-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43564.34,29925.2,42886.02,290986.06,11120220855,36771.87,3825.53,10.40341435,1
104,2021-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42520.03,35009.25,36771.87,139648.53,5531454913,40597.4,-3247.01,-7.998073768,-1
105,2021-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42252.07,33552.8,40597.4,120589.87,4573692789,37350.39,141.11,0.3778006066,1
106,2021-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38841.92,35287.71,37350.39,74964.98,2808008188,37491.5,-2774.66,-7.400770841,-1
107,2021-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38304.55,31157.18,37491.5,131584.71,4494413873,34716.84,4120.92,11.87008956,1
108,2021-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39945.35,34467.32,34716.84,106765.14,3981461441,38837.76,-450.4,-1.159696131,-1
109,2021-05-25,535755,8.80238474,27.85319517,78.75403094,10.9116,6.683,4.001,81.315,24978.182,24997.779,485780.314,23714.293,455980.9897,26789.68732,167757.3578,140405,39842.9,36509.09,38837.76,66530.67,2529569056,38387.36,907.72,2.364632525,1
110,2021-05-26,735636,23.57391727,59.32745719,153.7874141,26.631,12.211,3.878,161.911,33848.803,19812.696,681964.024,29011.8194,590085.6224,42406.52431,278852.3744,-84797,40854.81,37855.81,38387.36,66483.59,2607759779,39295.08,-756.24,-1.924515741,-1
111,2021-05-27,1053714,17.7076075,38.48269012,120.6025509,23.8265,10.611,3.287,126.102,140436.316,56233.569,857368.296,392506.3392,894598.299,284753.7147,592255.4888,282796,40408.95,37211.84,39295.08,46474.62,1804036815,38538.84,-2857.92,-7.415687654,-1
112,2021-05-28,796415,14.86386833,56.30206349,147.9599576,18.717,11.524,6.043,153.431,37380.735,19126.985,739878.809,80827.3411,697721.6922,30788.80525,261320.8507,25329,38879.6,34733.76,38538.84,85345.66,3104364368,35680.92,-1069.34,-2.996951872,-1
113,2021-05-29,410718,11.05509943,39.58824778,108.8045163,14.3389,9.274,5.044,109.68,19079.898,8048.176,383578.182,35943.9676,366931.5033,13621.75353,133354.9522,-14123,37307.1,33666.06,35680.92,60616.25,2127790129,34611.58,1051.01,3.036584866,1
114,2021-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36481.62,33400.65,34611.58,37522.16,1325408340,35662.59,1628.24,4.565680732,1
115,2021-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37512.8,34202.86,35662.59,50306.62,1821662524,37290.83,-607.32,-1.628604137,-1
116,2021-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37910.19,35733.52,37290.83,44444.78,1626268789,36683.51,893.47,2.43561753,1
117,2021-06-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38225.18,35935.34,36683.51,39948.44,1494571249,37576.98,1652.68,4.39811821,1
118,2021-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39482.46,37199.92,37576.98,41098.93,1586641442,39229.66,-2368.16,-6.036656958,-1
119,2021-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39273.49,35617.03,39229.66,49661.48,1837944242,36861.5,-1323.1,-3.589381875,-1
120,2021-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37911.76,34846.16,36861.5,39864.17,1444088533,35538.4,260.17,0.7320813543,1
121,2021-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36453.81,35264.34,35538.4,27469.69,986275148.3,35798.57,-2215.71,-6.189381308,-1
122,2021-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36790.39,33367.12,35798.57,52209.55,1850311021,33582.86,-173.48,-0.5165730376,-1
123,2021-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34061.09,31034.35,33582.86,88483.79,2890313262,33409.38,3982.2,11.91940706,1
124,2021-06-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37528.42,32435.18,33409.38,92280.57,3249553573,37391.58,-710.8,-1.90096273,-1
125,2021-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38387.2,35821.05,37391.58,63052.49,2338112084,36680.78,659.2,1.797126452,1
126,2021-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37665.85,35981.84,36680.78,43119.67,1596038877,37339.98,-1798.2,-4.815749767,-1
127,2021-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37445.32,34655.21,37339.98,40619.14,1450138290,35541.78,3475.59,9.778885582,1
128,2021-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39374.68,34802.24,35541.78,46353.98,1727291769,39017.37,1509.26,3.86817461,1
129,2021-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41025.42,38755.79,39017.37,68729.09,2740589574,40526.63,-364.77,-0.9000748397,-1
130,2021-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41307.06,39526.69,40526.63,48248.1,1943860792,40161.86,-1816.45,-4.522823395,-1
131,2021-06-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40487.98,38122.04,40161.86,48107.62,1883613058,38345.41,-263.11,-0.6861577435,-1
132,2021-06-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39537.42,37386.57,38345.41,41591.09,1599770631,38082.3,-2252.01,-5.913534634,-1
133,2021-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38201.23,35158.89,38082.3,60242.99,2207651944,35830.29,-314.91,-0.8788932493,-1
134,2021-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36443.26,34863.17,35830.29,44782.25,1601193146,35515.38,86.88,0.2446264126,1
135,2021-06-20,2607395,27.85500876,86.08875137,239.0178052,42.9036,26.514,12.914,239.573,257443.548,146260.752,2203698.35,608604.6257,2312139.104,198713.0226,626927.5352,129273,36139.95,33377.82,35515.38,56525.29,1964614466,35602.26,-3949.64,-11.09379011,-1
136,2021-06-21,9781788,102.111884,349.7736241,958.4788552,115.0331,89.755,54.697,974.558,860286.076,373026.86,8548055.494,1831816.8,8503573.198,829054.9628,2636952.123,-963407,35760.61,31284.7,35602.26,111039.05,3650731161,31652.62,884.96,2.795850707,1
137,2021-06-22,17584467,127.9461855,443.0442156,1143.498952,182.7686,122.119,64.451,1161.439,1519170.818,557357.445,15507938.86,3330918.894,14870961.94,1690110.699,5167402.609,-2019804,33312.87,28908.07,31652.62,129940.61,4060734244,32537.58,1141.06,3.506898792,1
138,2021-06-23,8849712,82.38648795,253.8972598,670.1391518,146.5818,76.438,31.815,676.749,673125.36,218645.667,7958215.607,1624362.373,7806094.241,511299.2146,1846590.795,110234,34831.93,31790.02,32537.58,60338.69,2037061709,33678.64,971.2,2.883726896,1
139,2021-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35267.23,32340.83,33678.64,38755.56,1311147481,34649.84,-3055.98,-8.819607825,-1
140,2021-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35494.5,31290.25,34649.84,91636.1,3027434524,31593.86,713.49,2.258318547,1
141,2021-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32680.58,30190.9,31593.86,58331.1,1826363014,32307.35,2406.46,7.448645587,1
142,2021-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34754.5,32031.15,32307.35,60403.96,2002954689,34713.81,-226.7,-0.6530542168,-1
143,2021-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35292.57,33890.86,34713.81,41259.21,1424168416,34487.11,1414.3,4.100952501,1
144,2021-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36624.75,34243.82,34487.11,44215.51,1578253520,35901.41,-845.02,-2.353723712,-1
145,2021-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36090.37,34062.04,35901.41,39796.96,1388243727,35056.39,-1513.28,-4.316702319,-1
146,2021-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35065.41,32757.33,35056.39,36889.93,1238732543,33543.11,261.43,0.7793850958,1
147,2021-07-02,8181910,60.51727328,163.129697,428.6838793,88.2583,47.655,19.696,433.649,493770.304,282869.974,7405133.406,551700.9763,7103476.994,1090560.033,2565667.117,-439065,33968.47,32715.18,33543.11,33082.4,1102040372,33804.54,878.3,2.598171725,1
148,2021-07-03,6188400,90.07900443,229.7838447,570.3480512,132.539,65.984,29.518,573.5,549185.388,116483.374,5522739.03,1634244.098,5374849.36,279760.959,1082998.119,-397428,34944.91,33333.05,33804.54,17319.23,595117204.8,34682.84,605.13,1.744753313,1
149,2021-07-04,9944391,94.44649911,217.9300675,575.2506671,147.0364,69.694,24.307,579.991,1285305.871,295876.058,8363051.788,3423972.714,8458435.094,1676678.661,3005483.08,-28729,35945.36,34390.95,34682.84,15950.93,563891553.2,35287.97,-1585.18,-4.492125787,-1
150,2021-07-05,8818455,84.72181119,234.4979469,647.0787671,145.0996,72.187,29.052,652.762,886706.267,247387.636,7684518.154,2459106.52,7693475.944,695089.8826,1517153.803,427894,35290.8,33151.51,35287.97,31526.39,1072690410,33702.79,534.87,1.587019947,1
151,2021-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35096.65,33558.75,33702.79,32844.8,1123145330,34237.66,-356.87,-1.042331748,-1
152,2021-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35066.82,33807.42,34237.66,21784.2,752074468.7,33880.79,-1006.78,-2.971536378,-1
153,2021-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33934.31,32108.68,33880.79,47884.76,1573967671,32874.01,930.19,2.829560495,1
154,2021-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34076.49,32274.31,32874.01,25677.95,853165387.1,33804.2,-289.07,-0.8551304276,-1
155,2021-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34253.5,33030.16,33804.2,19345.51,651899497,33515.13,734.17,2.190562889,1
156,2021-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34595.69,33335.4,33515.13,15724.2,533337900,34249.3,-1160.79,-3.389237152,-1
157,2021-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34658.46,32660.38,34249.3,31074.01,1039311244,33088.51,-351.04,-1.060912081,-1
158,2021-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33335.54,32206.14,33088.51,25562.97,837278173.9,32737.47,83.03,0.2536237528,1
159,2021-07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33099.2,31601.99,32737.47,27262.01,883070516.7,32820.5,-953.04,-2.903794884,-1
160,2021-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33188.54,31133.75,32820.5,33647.48,1073939853,31867.46,-465.7,-1.461365292,-1
161,2021-07-16,2995619,2.097071738,12.26453953,23.85520774,6.6717,2.429,0.915,25.655,157330.351,4378.752,2833900.918,619253.2064,2780021.538,670486.7632,1298140.003,15305,32256.94,31046.14,31867.46,25602.04,812765644.4,31401.76,144.88,0.4613754134,1
162,2021-07-17,6420671,44.97568678,134.1104774,345.6874982,69.2314,37,18.429,352.575,373364.751,141926.201,5904942.749,1337199.06,5482822.409,843569.5649,2457236.189,-100518,31966.25,31194.16,31401.76,27922.98,881285396.9,31546.64,259.66,0.8230987516,1
163,2021-07-18,7960613,67.72110019,215.9939282,545.4575104,99.7371,60.759,31.63,549.589,574298.035,185822.723,7199914.734,1113504.714,6142044.831,452747.6049,4142018.261,432166,32446.17,31131.67,31546.64,25079.04,796652696.5,31806.3,-958.75,-3.014339926,-1
164,2021-07-19,8230573,85.98372001,271.3666219,695.8503949,111.7699,71.034,38.22,706.732,584521.547,270745.447,7375240.917,1429043.841,7065871.898,1037633.499,3686184.934,-413927,31907.17,30487.11,31806.3,38060.99,1179342119,30847.55,-1052,-3.410319458,-1
165,2021-07-20,13903572,105.2833337,315.2049234,819.8579018,132.024,79.483,42.023,842.494,1129143.48,528104.543,12245904.16,1749255.943,11962886.94,2347670.624,5763323.107,-3224855,31063.88,29320.09,30847.55,43333.42,1291958152,29795.55,2343.93,7.86671164,1
166,2021-07-21,29719399,110.5491475,350.7872871,905.012731,179.1113,94.671,37.449,931.886,2372173.544,1535730.981,25811603.53,2529436.635,23922853.08,3048813.125,10673737.27,-253651,32814.13,29513.88,29795.55,48925.57,1538668590,32139.48,159.99,0.4977989687,1
167,2021-07-22,12912473,100.87552,274.6329922,703.1243473,178.3231,78.874,25.047,725.071,1222069.812,408268.241,11282173.97,2945135.221,10574908.36,859757.5774,3461049.544,2300582,32604.4,31738.48,32139.48,24409.69,785311959.3,32299.47,1338.45,4.143876045,1
168,2021-07-23,10392745,195.0913732,438.771756,1081.366635,323.2852,142.288,36.835,1084.872,1406651.733,231290.478,8754791.8,3820232.402,8814944.351,1482079.315,3184223.272,2351928,33637.93,32012.62,32299.47,23478.17,765209760.4,33637.92,644.64,1.916408625,1
169,2021-07-24,7450214,95.84206268,267.3200497,699.5620515,192.1077,84.107,27.098,717.796,536983.808,227736.088,6685484.401,1252485.932,6258668.101,437956.4773,2324909.926,330397,34519.75,33429.09,33637.92,20217.05,686017155.8,34282.56,1087.37,3.171787638,1
170,2021-07-25,2256734,37.15551047,98.40024943,245.7345125,63.9279,27.499,9.665,250.843,271362.524,40013.521,1945363.763,763879.1133,1792757.118,136365.9485,688296.6684,736126,35382.63,33892.36,34282.56,22685.72,781929775.5,35369.93,1899.59,5.370635452,1
171,2021-07-26,8818801,67.44418452,216.693591,552.7250012,108.2811,55.226,23.085,566.7,305026.618,111914.559,8401876.163,522387.5424,6118138.192,2065055.628,4208236.65,5175496,40553.85,35270.24,35369.93,100269.43,3840983132,37269.52,2227.17,5.975848361,1
172,2021-07-27,5030143,58.57274349,157.3241937,353.0299704,96.0968,41.731,13.687,361.575,510781.315,110126.107,4409284.41,1582444.401,4139339.863,628388.9227,2024639.155,1555040,39535.5,36422.45,37269.52,58179.65,2197490233,39496.69,533.32,1.350290366,1
173,2021-07-28,4740717,41.16512897,130.8039711,335.2004557,83.1617,36.234,11.954,344.809,224018.556,51058.661,4465626.919,633791.9122,4188766.14,27161.99947,2319357.333,34082,40906.09,38809.89,39496.69,66747.14,2662886396,40030.01,0.51,0.001274044148,1
174,2021-07-29,3901924,39.47184741,122.1699269,314.7863566,77.2393,33.169,9.908,322.921,225267.227,51404.478,3625181.181,707414.5841,3394031.045,144648.5649,1656280.741,554602,40633.62,39281.83,40030.01,31540.85,1257968295,40030.52,2201.31,5.499079203,1
175,2021-07-30,17730516,95.98899848,323.8035931,838.7624494,212.5413,93.291,30.555,863.152,1542816.089,216061.885,15971628.41,4857362.139,15202796.01,1748352.641,5507869.152,2070142,42301.76,38346.18,40030.52,42436.67,1698014610,42231.83,-757.11,-1.792747319,-1
176,2021-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42373.59,41065.61,42231.83,25355.65,1056705604,41474.72,-1603.96,-3.867319659,-1
177,2021-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42584.65,39471.54,41474.72,33625.25,1385907258,39870.76,-712.23,-1.786346686,-1
178,2021-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40446.6,38698.01,39870.76,33109.34,1308894644,39158.53,-969.23,-2.475143985,-1
179,2021-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39779.45,37679.22,39158.53,38225.1,1466921592,38189.3,1549.26,4.056790776,1
180,2021-08-04,537877,7.980411255,23.58276966,55.13775176,11.966,5.008,1.848,56.141,64770.592,16433.818,456669.932,159268.1804,467192.4693,132080.5188,172808.0715,-15619,39961.11,37526.24,38189.3,34035.77,1318983897,39738.56,1149.62,2.892958376,1
