,time,user_followers,Polarity,Subjectivity,BERT_SCORE,Vader_Comp,Vader_Pos,Vader_Neg,Vader_Neu,W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,W_BERT_Label,high,low,open,volumefrom,volumeto,close,Change,Change_Cat,Change_pct,Change_Lag_1hr,Change_Lag_2hr,Change_Lag_3hr
0,2021-02-05 11:00:00,15766.0,0.48,2.22,3.6214582324028015,0.6656,0.383,0.327,3.289,1301.925,941.382,13513.016,1596.9236999999998,14282.2557695508,113.12,5441.679999999999,0.0,37750.57,37439.13,37446.83,776.79,29233363.9,37722.95,187.23,1,0.4963291577,1.0,-1.0,-1.0
1,2021-02-05 12:00:00,11405.0,0.2916666666666666,0.7583333333333333,0.8691383600234985,0.6841,0.196,0.0,0.804,2235.38,0.0,9169.62,7802.160500000001,9912.522996068,3326.458333333332,8648.791666666666,0.0,38167.06,37589.65,37722.95,3212.25,121996319.1,37910.18,422.67,1,1.114924804,-1.0,-1.0,-1.0
2,2021-02-05 13:00:00,16161.0,-0.4625,1.2125,4.565563678741455,0.1897999999999999,0.515,0.136,4.349,359.985,559.64,15241.375,-1434.5906,14690.002886414528,-339.9875,1718.2375,-4115.0,38343.92,37840.83,37910.18,2542.94,96837144.4,38332.85,-179.33,-1,-0.4678232899,-1.0,-1.0,1.0
3,2021-02-05 14:00:00,58355.0,0.95,1.0333333333333334,4.080087423324585,0.8927,0.413,0.0,4.587,4985.886,0.0,53369.114,11552.9584,53188.00913184881,698.0,771.5,0.0,38339.03,38033.76,38332.85,3035.37,115949768.8,38153.52,-155.47,-1,-0.4074853382,-1.0,1.0,-1.0
4,2021-02-05 15:00:00,15884.0,-0.32,2.195,4.303178787231445,-0.409,0.198,0.548,5.254,75.63600000000001,869.488,14938.876,-1852.2628,10567.62548995018,-1623.0800000000002,5933.68,1094.0,38343.38,37957.82,38153.52,3033.02,115678959.5,37998.05,-174.32,-1,-0.4587603838,1.0,-1.0,1.0
5,2021-02-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38185.56,37712.6,37998.05,3345.05,126999232.8,37823.73,99.51,1,0.2630888069,-1.0,1.0,1.0
6,2021-02-05 17:00:00,7812.0,0.4,2.8,5.020552068948746,1.3582999999999998,0.456,0.0,5.5440000000000005,468.1050000000001,0.0,7343.895,1656.9604999999997,6741.774699062109,-1007.0583333333334,3903.308333333333,316.0,37972.15,37782.93,37823.73,1350.37,51157016.16,37923.24,-515.49,-1,-1.359298414,1.0,1.0,1.0
7,2021-02-05 18:00:00,11513.0,-0.2,0.25,3.236375570297241,-0.4767,0.0,0.205,3.795,0.0,224.27,11288.73,-521.5098,10221.219082295896,-218.8,273.5,1094.0,37942.85,37372.29,37923.24,2816.16,106111142.8,37407.75,244.75,1,0.6542761861,1.0,1.0,-1.0
8,2021-02-05 19:00:00,809.0,0.0,0.0,0.8816300630569458,-0.1531,0.106,0.164,0.73,85.75399999999999,132.67600000000002,590.5699999999999,-123.8579,713.2387210130692,0.0,0.0,0.0,37694.53,37275.06,37407.75,2330.36,87409203.47,37652.5,120.18,1,0.3191819932,1.0,-1.0,1.0
9,2021-02-05 20:00:00,6029.0,0.4,2.6,4.209646940231323,0.7397,0.308,0.0,4.692,520.141,0.0,5508.859,1185.4242,5454.396963179112,1049.55,3719.45,0.0,37814.97,37544.74,37652.5,1295.17,48812088.15,37772.68,82.5,1,0.2184118257,-1.0,1.0,1.0
10,2021-02-05 21:00:00,3187.0,0.4689393939393939,0.9683333333333332,5.0850510597229,0.3257,0.288,0.16,5.553,274.774,255.2,2658.621,-101.56780000000003,2440.6518629789352,144.86969696969695,635.3966666666666,-1595.0,37937.93,37709.87,37772.68,1073.27,40582467.86,37855.18,-23.55,-1,-0.06221077274,1.0,1.0,1.0
11,2021-02-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37999.76,37714.9,37855.18,1373.24,52028043.24,37831.63,478.61,1,1.265105416,1.0,1.0,1.0
12,2021-02-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38329.0,37808.7,37831.63,1657.1,63091008.28,38310.24,458.51,1,1.196834058,1.0,1.0,1.0
13,2021-02-06 10:00:00,453.0,0.425,0.8444444444444443,3.720997154712677,1.2160000000000002,0.38,0.0,3.62,24.367,0.0,428.633,78.3202,422.17815858125687,26.275,57.355555555555554,0.0,40070.36,39602.24,39932.73,3787.17,151122173.8,40068.34,175.73,1,0.4385756934,-1.0,1.0,1.0
14,2021-02-06 11:00:00,665.0,0.1,0.9,0.7858895063400269,0.2263,0.147,0.0,0.853,97.755,0.0,567.245,150.4895,522.6165217161179,66.5,598.5,0.0,40502.54,40064.24,40068.34,4691.67,189005260.4,40244.07,-247.59,-1,-0.6152210748,1.0,1.0,1.0
15,2021-02-06 12:00:00,10074.0,0.0,0.95,3.638147413730621,0.6979,0.216,0.0,3.784,895.9110000000001,0.0,9178.089,2350.8484,8699.274345874786,22.9,208.6,0.0,40501.21,39978.84,40244.07,2299.59,92552334.72,39996.48,181.12,1,0.4528398499,1.0,1.0,-1.0
16,2021-02-06 13:00:00,29652.0,0.1552525252525253,1.5023232323232325,8.590275526046753,-0.1975999999999999,0.358,0.408,9.234,1259.727,3011.076,25381.197,-6980.327499999999,26017.579447567463,2412.5755555555543,8404.54111111111,0.0,40307.54,39979.21,39996.48,1569.45,63055131.3,40177.6,164.7,1,0.4099299112,1.0,-1.0,-1.0
17,2021-02-06 14:00:00,83745.0,0.1431818181818182,1.1272727272727274,3.4807604551315308,1.1364,0.3949999999999999,0.0,4.605,119.069,0.0,83625.931,331.6852,48012.43673419952,75.47500000000001,4219.625,4369.0,40602.44,40177.6,40177.6,2111.17,85351304.8,40342.3,582.22,1,1.443199818,-1.0,-1.0,1.0
18,2021-02-06 15:00:00,2556.0,-0.1568181818181818,0.7272727272727272,2.2897192239761357,0.5615,0.479,0.168,2.353,204.615,231.336,2120.049,-320.1435,2184.6811509132385,-236.18863636363636,933.9545454545454,99.0,40925.42,40254.75,40342.3,3334.0,135540230.7,40924.52,-260.23,-1,-0.6358779529,-1.0,1.0,-1.0
19,2021-02-06 16:00:00,753.0,0.1033333333333333,0.4244444444444444,0.7151862382888794,0.0,0.0,0.0,1.0,0.0,0.0,753.0,0.0,538.5352374315262,77.80999999999997,319.6066666666666,0.0,40989.11,40545.93,40924.52,3287.05,134097719.7,40664.29,-407.86,-1,-1.002993044,1.0,-1.0,-1.0
20,2021-02-06 17:00:00,8686.0,0.2166666666666666,0.7666666666666666,3.982268661260605,1.7145,0.839,0.164,3.997,1384.578,210.084,7091.338,2915.2212,7483.7329177856445,178.53333333333327,1057.8333333333333,0.0,40695.64,40247.5,40664.29,2148.35,87066630.65,40256.43,84.39,1,0.2096311074,-1.0,-1.0,-1.0
21,2021-02-06 18:00:00,665.0,0.0,0.0,0.9186521768569946,0.0,0.0,0.0,1.0,0.0,0.0,665.0,0.0,610.9036976099014,0.0,0.0,0.0,40495.78,40129.66,40256.43,2239.22,90200508.73,40340.82,-122.07,-1,-0.3025967246,-1.0,-1.0,-1.0
22,2021-02-06 19:00:00,114.0,0.0,0.0,0.9472000002861024,0.0,0.0,0.0,1.0,0.0,0.0,114.0,0.0,107.98080003261568,0.0,0.0,0.0,40461.38,40044.9,40340.82,1396.82,56191401.21,40218.75,-77.39,-1,-0.1924226884,-1.0,-1.0,-1.0
23,2021-02-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40221.93,39680.22,40218.75,2754.49,109851667.9,40141.36,-48.89,-1,-0.121794578,-1.0,-1.0,1.0
