,time,user_followers,Polarity,Subjectivity,BERT_SCORE,Vader_Comp,Vader_Pos,Vader_Neg,Vader_Neu,W_Vad_Pos,W_Vad_Neg,W_Vad_Neu,W_Vad_Comp,W_BERT_SCORE,W_Polarity,W_Subjectivity,W_BERT_Label,high,low,open,volumefrom,volumeto,close,Change_2hr,Change_Pct_2hr,Change_Cat_2hr,Change_Lag_1hr,Change_Lag_2hr,Change_Lag_3hr
11,2021-02-06 18:00:00,779.0,0.0,0.0,1.865852177143097,0.0,0.0,0.0,2.0,0.0,0.0,779.0,0.0,718.8844976425171,0.0,0.0,0.0,40495.78,40129.66,40256.43,2239.22,90200508.73,40340.82,-199.46,-0.4944371483,-1,-1.0,-1.0,-1.0
12,2021-02-06 20:00:00,529.0,0.6,1.0,1.8272335529327397,0.0,0.0,0.0,2.0,0.0,0.0,529.0,0.0,482.9553466439247,167.4,279.0,0.0,40221.93,39680.22,40218.75,2754.49,109851667.9,40141.36,-97.56,-0.2430410928,-1,-1.0,-1.0,1.0
13,2021-02-06 22:00:00,1122.0,1.2,2.0,2.773335635662079,0.0,0.0,0.0,3.0,0.0,0.0,1122.0,0.0,1031.0768934488297,334.8,558.0,0.0,40503.97,39991.96,40092.47,1688.23,67944854.17,40043.8,-439.86,-1.0984472,-1,1.0,-1.0,1.0
14,2021-02-07 10:00:00,18405.0,1.5,1.5,2.8214259147644043,2.2053,0.615,0.0,2.385,3773.025,0.0,14631.975,13529.5155,17309.44798707962,9202.5,9202.5,0.0,39695.69,39228.03,39568.02,1242.42,48981951.81,39362.2,-495.78,-1.259533258,-1,-1.0,-1.0,-1.0
15,2021-02-07 12:00:00,75385.0,3.533333333333333,5.233333333333333,8.957491993904114,3.2049,0.947,0.0,10.053,8045.605,0.0,67339.395,26026.2651,60250.2036447525,15117.899999999998,13762.2,-9217.0,39313.03,38613.6,39085.62,2108.6,81947936.84,38866.42,-601.81,-1.548406053,-1,-1.0,-1.0,1.0
16,2021-02-07 14:00:00,42209.0,0.85,1.85,6.9050697684288025,0.5938,0.535,0.354,7.112,3719.45,2368.932,36137.546,3844.2133,38553.2135579586,297.65,466.25,0.0,38716.38,38231.65,38693.73,2701.93,103866561.1,38264.61,-33.91,-0.0886197455,-1,1.0,-1.0,1.0
17,2021-02-07 16:00:00,41376.0,1.2527777777777778,2.9944444444444445,6.879426300525665,2.4191000000000003,1.269,0.231,7.5,4053.281,1940.895,35381.824,1744.7044,32048.72034496069,-9684.769444444444,18825.305555555555,5781.0,38278.8,37408.16,37960.25,4916.94,185644259.6,38230.7,86.0,0.2249501055,1,1.0,-1.0,1.0
18,2021-02-07 18:00:00,108994.0,2.205,3.3,7.381082952022552,4.8767,1.627,0.068,6.305,14772.425,17.544,94204.031,49183.9495,99983.96936309338,9982.39,12454.5,0.0,38389.77,37901.44,37913.1,1548.39,59098456.04,38316.7,199.58,0.5208694903,1,1.0,1.0,1.0
19,2021-02-07 20:00:00,3145.0,0.2555555555555555,1.7200854700854702,4.927387237548828,-0.7269,0.164,0.374,5.462,210.084,259.224,2675.692,-170.0946,2810.113492071629,48.09999999999999,279.65000000000003,0.0,38517.78,37778.61,38107.39,1968.45,74974256.45,38516.28,313.14,0.8130068636,1,1.0,1.0,-1.0
20,2021-02-07 22:00:00,4394.0,0.0,0.0,1.8069043159484863,0.4767,0.147,0.0,1.853,16.758,0.0,4377.242,54.3438,3950.837154507637,0.0,0.0,114.0,38845.72,38361.07,38588.18,1230.93,47498691.17,38829.42,-61.66,-0.1587971183,-1,-1.0,-1.0,-1.0
21,2021-02-08 10:00:00,61294.0,0.0,0.0,1.8784738779067995,0.0,0.0,0.0,2.0,0.0,0.0,61294.0,0.0,57605.640877127655,0.0,0.0,0.0,39476.19,38897.63,38994.39,1320.94,51829648.21,39461.47,3772.38,9.559654012,1,1.0,-1.0,1.0
22,2021-02-08 12:00:00,146960.0,4.662348484848485,13.99292748917749,38.50600588321686,9.5519,4.795,1.624,40.581,22718.501,1680.729,122560.77,60154.0996,106837.00780129433,31219.16005411255,48529.11061688312,79026.0,43345.55,39164.56,39459.41,17335.64,717360063.5,43233.85,440.43,1.018715659,1,1.0,1.0,-1.0
23,2021-02-08 14:00:00,92236.0,1.9658333333333329,7.648961038961039,25.61970597505569,3.7883,1.985,0.647,27.368,7116.467,598.031,84521.502,16683.824099999998,80182.54880338907,7507.871017316016,16958.262186147185,7638.0,44172.02,43039.65,43046.15,11591.5,505810693.8,43674.28,-423.46,-0.9695866766,-1,-1.0,-1.0,-1.0
24,2021-02-08 16:00:00,203520.0,4.123181818181818,5.159772727272728,13.212508738040924,4.1358,1.509,0.0,13.491,1394.064,0.0,202125.936,4125.357,169915.78944557905,5803.4290909090905,5892.768636363637,4991.0,44346.9,43164.66,43850.99,8650.58,378694297.3,43250.82,-553.25,-1.279166499,-1,-1.0,1.0,1.0
25,2021-02-08 18:00:00,52162.0,1.2166666666666666,4.066666666666666,10.655803382396698,0.6487,0.45,0.243,11.306,4369.652,234.89,47557.144,10932.4878,47995.62148946524,19964.466666666667,33708.96666666667,0.0,43407.33,42595.56,43145.37,4749.17,204292927.4,42697.57,1519.2,3.558047917,1,1.0,1.0,1.0
26,2021-02-08 20:00:00,11135.0,0.0666666666666666,0.6,5.4249547123909,0.8341000000000001,0.263,0.076,6.661,508.7360000000001,23.56,10602.704,1939.5466,8962.809626996517,256.7999999999997,1141.7000000000005,3852.0,44275.59,42970.05,43085.88,6074.1,264942024.0,44216.77,488.77,1.10539508,1,1.0,1.0,1.0
27,2021-02-08 22:00:00,40787.0,0.5606493506493506,4.074902597402597,13.913743138313292,1.7280000000000002,1.544,0.6970000000000001,13.758,5149.939,4059.847,31569.53,4026.057,36926.15808779001,-3045.351266233766,6568.702564935065,0.0,45014.73,44313.43,44679.94,5958.75,266548786.4,44705.54,2104.35,4.707134731,1,1.0,-1.0,-1.0
28,2021-02-09 10:00:00,12886.0,0.0113636363636362,0.8295454545454545,6.558769702911377,1.8953,0.69,0.0,7.31,2285.591,0.0,10600.409,6841.9372,10411.673082828522,4.6931818181818095,105.10227272727272,10381.0,46644.57,45628.53,46508.69,4148.32,191499060.9,45662.6,-324.19,-0.7099683329,-1,-1.0,1.0,1.0
29,2021-02-09 12:00:00,50453.0,0.7249999999999999,2.7,9.100525498390198,0.8846999999999999,0.708,0.47,9.822,1475.086,2715.7050000000004,46262.209,-4616.3378,40916.67103433609,3154.9666666666667,6061.6,10581.0,46777.22,45183.71,46447.87,4010.77,184422690.3,45338.41,1324.67,2.921738985,1,1.0,1.0,-1.0
30,2021-02-09 14:00:00,14437.0,0.1425,0.92,7.756093621253967,0.1286999999999999,0.144,0.259,8.597,559.728,283.346,13593.926,1263.3044999999995,12436.089063227177,120.9575,726.9799999999998,0.0,46732.07,46117.79,46316.9,2170.46,100649414.4,46663.08,-131.83,-0.2825145704,-1,-1.0,1.0,1.0
31,2021-02-09 16:00:00,14438.0,0.6166666666666666,1.2,4.612632602453232,1.1009,0.6040000000000001,0.13,5.266,679.3040000000001,223.08,13535.616,906.1634,11624.008945018051,705.5499999999998,954.7333333333332,-4979.0,47130.19,46085.47,46850.29,3239.09,151072269.7,46531.25,562.86,1.209638684,1,1.0,1.0,1.0
32,2021-02-09 18:00:00,14202.0,0.4516666666666666,2.023333333333333,6.542939364910126,0.1507,0.348,0.2289999999999999,7.423,721.436,48.447,13432.117,2184.3789,10974.750161468985,682.525,2457.133333333333,7596.0,47467.74,46316.39,46548.64,4833.39,227932005.4,47094.11,75.84,0.1610392467,1,1.0,1.0,-1.0
33,2021-02-09 20:00:00,17720.0,0.9681818181818184,1.3272727272727272,8.240291982889175,1.9539,1.337,0.706,7.957,2070.562,1238.734,14410.704,3079.3472,13100.511603534222,2524.722727272727,1908.8590909090904,-1215.0,47541.97,46768.66,47117.74,2942.66,138823383.7,47169.95,-273.75,-0.5803482938,-1,-1.0,-1.0,1.0
34,2021-02-09 22:00:00,32985.0,-0.25,0.6499999999999999,4.190791010856628,0.7852,0.452,0.116,4.433,894.4150000000001,74.35600000000001,32016.87,2830.4127,30287.978273391724,-6616.0,6872.4,0.0,47354.66,46580.8,47354.66,2453.13,114956250.5,46896.2,-308.89,-0.65866744,-1,1.0,-1.0,1.0
35,2021-02-10 10:00:00,11902.0,0.5416666666666666,1.6333333333333333,6.891923427581787,0.326,0.503,0.228,7.27,95.17,94.848,11712.398,-127.32859999999998,9840.036364853382,61.78333333333333,194.41666666666669,0.0,47349.86,46485.67,46637.0,3441.04,161594103.9,46699.6,-817.91,-1.751428278,-1,-1.0,-1.0,-1.0
36,2021-02-10 12:00:00,11667.0,0.7309523809523809,2.5976190476190477,6.5812292993068695,0.5298,0.737,0.299,6.964,637.047,580.815,10449.138,-181.94019999999995,8611.118769526482,1382.2714285714285,5370.071428571428,-143.0,46639.61,44780.23,46636.8,8226.12,375089507.5,45881.69,-871.36,-1.899145389,-1,-1.0,-1.0,1.0
37,2021-02-10 14:00:00,31867.0,1.0163961038961038,2.7357142857142858,7.997867584228516,2.5901,0.8360000000000001,0.0,8.164,4247.524,0.0,27619.476,12734.5569,29117.810507655144,3393.004707792207,11899.528571428573,12180.0,46012.89,44922.44,45684.39,4454.73,202095122.3,45010.33,-204.21,-0.4536958516,-1,1.0,1.0,1.0
38,2021-02-10 16:00:00,86956.0,1.15,1.45,5.848307132720947,2.831,1.089,0.165,5.746,20492.232,609.51,65854.258,57379.33869999999,67280.47325074673,1386.55,2023.0,78780.0,44918.97,43871.79,44374.02,4921.0,219108447.3,44806.12,340.61,0.7601863317,1,1.0,1.0,-1.0
39,2021-02-10 18:00:00,6435.0,0.0071969696969697,1.3753787878787878,6.396056056022644,0.8619,0.274,0.0,6.726,558.361,0.0,5876.638999999999,1917.4395,5762.351842701435,-2.086363636363629,193.74545454545452,4082.0,45239.66,44860.71,45045.4,2243.96,101153824.9,45146.73,-572.36,-1.267777312,-1,-1.0,1.0,1.0
40,2021-02-10 20:00:00,23339.0,1.0333333333333332,2.541666666666667,6.064343929290772,1.5368,0.4619999999999999,0.0,6.538,2158.843,0.0,21180.157,7293.8084,19663.52486610413,4315.566666666667,9896.875,4957.0,45276.82,44480.15,45248.04,1950.86,87532682.84,44574.37,660.15,1.481008032,1,1.0,-1.0,-1.0
41,2021-02-10 22:00:00,34466.0,0.3055555555555554,1.35,10.64546948671341,1.4187,0.788,0.157,11.055,762.133,161.56,33542.307,1567.8309,30781.151763021942,-344.7722222222223,2899.55,6028.0,45254.11,44928.73,45034.24,1128.97,50940517.73,45234.52,-949.84,-2.099812267,-1,-1.0,-1.0,1.0
42,2021-02-11 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46381.43,45401.18,45542.03,2572.52,117878228.2,46330.91,226.05,0.4879032162,1,1.0,1.0,1.0
43,2021-02-11 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46646.42,46069.21,46069.21,2102.18,97626379.94,46556.96,1363.43,2.928520247,1,1.0,1.0,-1.0
44,2021-02-11 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48155.46,47282.77,47539.34,4109.68,196299395.9,47920.39,-271.41,-0.5663768596,-1,-1.0,-1.0,1.0
45,2021-02-11 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48318.76,47370.63,48028.21,4805.33,229301787.1,47648.98,43.49,0.09127162848,1,1.0,1.0,-1.0
46,2021-02-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48070.36,47407.88,47417.91,2886.73,137806962.9,47692.47,-587.71,-1.232290968,-1,-1.0,-1.0,1.0
47,2021-02-11 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48664.81,47032.89,47812.55,6507.11,311788215.7,47104.76,653.05,1.386377937,1,1.0,1.0,-1.0
48,2021-02-11 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47758.44,46906.89,46912.32,1651.58,78213253.84,47757.81,230.84,0.4833554972,1,-1.0,1.0,-1.0
49,2021-02-12 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47750.89,47391.11,47392.41,956.73,45491873.55,47423.96,333.21,0.7026195198,1,1.0,1.0,-1.0
50,2021-02-12 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48023.85,47475.26,47656.19,1660.61,79334817.52,47757.17,-1139.41,-2.385840702,-1,-1.0,1.0,1.0
51,2021-02-12 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47934.75,46243.85,47917.83,7967.7,373261455.3,46617.76,1035.32,2.220870329,1,1.0,1.0,-1.0
52,2021-02-12 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47980.51,47097.83,47112.36,3451.97,164283597.9,47653.08,-346.19,-0.7264797994,-1,-1.0,1.0,1.0
53,2021-02-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47860.47,46993.71,47788.66,3271.51,155134245.3,47306.89,376.85,0.7966070059,1,1.0,1.0,1.0
54,2021-02-12 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47719.9,47240.5,47334.78,1517.28,72039077.44,47683.74,255.01,0.5347944603,1,1.0,-1.0,1.0
55,2021-02-12 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47995.58,47708.3,47933.92,912.41,43675865.69,47938.75,-398.02,-0.8302677896,-1,1.0,1.0,1.0
56,2021-02-13 10:00:00,16652.0,0.4015151515151514,0.7606060606060606,5.39757513999939,-0.8339000000000001,0.0,0.265,5.735,0.0,315.879,16336.121,-1054.9581,15329.988980412483,129.85606060606057,237.3757575757576,-266.0,47285.62,46693.24,47275.46,2115.42,99421900.23,46718.23,217.54,0.465642641,1,1.0,1.0,-1.0
57,2021-02-13 12:00:00,5439.0,0.1363636363636363,0.5,9.14386111497879,0.7094,0.448,0.233,9.319,447.49300000000005,257.80400000000003,4733.703,553.2836,5017.810357153416,53.590909090909065,196.5,0.0,47222.8,46291.19,46609.56,1749.76,81995312.07,46935.77,75.33,0.1604959288,1,-1.0,1.0,1.0
58,2021-02-13 14:00:00,57780.0,0.9126262626262628,1.9494949494949492,6.08328378200531,0.8401,0.389,0.091,6.52,7773.302999999999,116.025,49890.672,20789.9355,51082.61420667172,16913.020707070707,28848.967171717173,0.0,47081.57,46731.57,47013.71,1120.25,52507900.98,47011.1,184.84,0.3931837375,1,1.0,-1.0,-1.0
59,2021-02-13 16:00:00,11818.0,0.8000000000000003,1.75,3.71755075454712,0.6122,0.289,0.091,3.62,2244.822,15.561,9557.617,7280.9607,10936.265721023085,6754.700000000001,9833.35,0.0,47401.11,46941.52,47163.11,1302.71,61444522.56,47195.94,-366.09,-0.7756811285,-1,-1.0,1.0,1.0
60,2021-02-13 18:00:00,318981.0,2.5666666666666664,4.333333333333333,10.76059591770172,2.6931,1.128,0.0,10.872,24095.22,0.0,294885.78,58945.0449,292838.31802517176,78894.36666666667,131562.33333333334,0.0,47056.06,46795.62,46886.36,976.6,45835764.34,46829.85,154.43,0.3297682995,1,1.0,1.0,-1.0
61,2021-02-13 20:00:00,651894.0,0.8333333333333334,1.65,6.91010046005249,0.8981,0.301,0.0,7.699,1034.709,0.0,650859.291,2791.5802,487184.5278531313,2553.3666666666663,4616.05,-637292.0,47003.57,46714.92,46916.2,1076.09,50403889.24,46984.28,140.79,0.299653416,1,-1.0,1.0,1.0
62,2021-02-13 22:00:00,181324.0,2.468181818181818,4.227272727272728,8.346252143383026,2.2379,0.85,0.0,8.15,22556.106,0.0,158767.894,58064.5905,169430.84509903193,78700.67727272728,131203.5909090909,0.0,47300.4,46940.65,47185.71,647.26,30500389.2,47125.07,526.22,1.116645556,1,1.0,-1.0,-1.0
63,2021-02-14 10:00:00,16149.0,0.6749999999999998,1.6444444444444444,5.4445361495018005,1.5503,0.878,0.1699999999999999,4.952,3971.376,365.325,11812.299,7461.351000000001,14936.566704511642,5445.9,8736.288888888888,-4776.0,49356.75,49015.2,49156.94,1361.96,67005487.24,49050.53,416.57,0.8492670721,1,1.0,-1.0,1.0
64,2021-02-14 12:00:00,412319.0,1.5258787878787878,8.003818181818183,14.222871661186218,1.0079,1.044,0.745,15.21,26359.126,62377.26299999999,323561.754,-152777.78699999995,282954.23726689816,-194920.28484848485,216413.5227272727,-306659.0,49642.39,49061.17,49093.09,2498.52,123524173.4,49467.1,-670.3,-1.355042038,-1,1.0,-1.0,1.0
65,2021-02-14 14:00:00,34049.0,5.990714285714285,9.480714285714283,19.575041592121124,8.9573,2.982,0.374,19.644,1244.0220000000002,2370.6910000000003,30434.287,-1615.1387999999995,28074.841249406338,2470.740238095238,4134.316904761904,-18072.0,49115.56,48549.71,48782.87,1358.88,66413447.53,48796.8,249.0,0.5102793626,1,1.0,-1.0,1.0
66,2021-02-14 16:00:00,2798.0,2.3,4.566666666666666,7.664555668830872,4.5463000000000005,1.355,0.0,7.645,319.858,0.0,2478.142,1076.6264,2397.991017878056,732.15,1307.0,0.0,49089.57,48474.19,48599.58,1168.63,57027032.84,49045.8,-286.78,-0.5847187731,-1,1.0,-1.0,1.0
67,2021-02-14 18:00:00,38564.0,1.445238095238095,2.2563492063492063,4.902961313724518,2.9530000000000003,0.918,0.0,5.082,11469.166,0.0,27094.834000000003,30171.6142,34712.449831187725,13112.635714285714,18203.446825396823,0.0,48843.87,48454.65,48658.08,990.02,48167228.37,48759.02,188.82,0.3872514255,1,1.0,-1.0,1.0
68,2021-02-14 20:00:00,11484.0,1.2666666666666666,2.4833333333333334,6.301488280296326,2.4675,0.854,0.0,6.146,528.898,0.0,10955.102,1555.964,10596.5239264369,889.4333333333333,1608.6666666666663,0.0,49027.61,48629.7,48726.12,1044.62,51072963.57,48947.84,145.02,0.2962745649,1,1.0,-1.0,1.0
69,2021-02-14 22:00:00,7358.0,4.189583333333333,7.485416666666667,10.45603033900261,5.7891,1.946,0.217,10.837,1059.512,421.432,5877.0560000000005,2255.3848,5139.191192835569,1775.6666666666663,4072.858333333333,-1149.0,49314.86,48777.57,48867.9,1253.54,61562922.58,49092.86,-294.24,-0.599353959,-1,1.0,-1.0,-1.0
70,2021-02-15 10:00:00,7629.0,3.3166666666666664,5.783333333333333,11.201975524425508,6.1094,1.844,0.0,11.156,1180.7140000000002,0.0,6448.286,3217.8357,6946.491349220276,892.7833333333332,3067.516666666667,152.0,47877.19,47342.23,47533.77,1133.11,53941834.25,47861.47,125.69,0.2626120761,1,1.0,1.0,-1.0
71,2021-02-15 12:00:00,11997.0,2.283333333333333,3.775,10.478778183460236,3.6558,1.544,0.329,10.126,869.587,236.39900000000003,10890.897,2026.5644,10662.940993845465,661.05,1764.125,0.0,48076.27,47454.09,47816.54,1480.88,70660176.59,47987.16,-410.62,-0.8556872297,-1,-1.0,1.0,1.0
72,2021-02-15 14:00:00,30569.0,2.561363636363636,5.854545454545455,9.290007710456848,3.5215,1.289,0.248,9.463,335.141,34.968,30198.891,1006.1949,28750.139508783817,655.4598484848484,1322.560606060606,51.0,48167.8,47508.17,47997.75,1270.33,60779215.35,47576.54,932.02,1.958990713,1,1.0,1.0,-1.0
73,2021-02-15 16:00:00,27985.0,1.1416666666666666,1.9833333333333332,4.462080717086792,2.1105,0.666,0.0,4.334,5940.276,0.0,22044.724,16881.5944,25310.014345884323,7434.133333333334,9850.866666666669,0.0,48556.77,47981.36,47996.15,1836.36,88823698.43,48508.56,-106.23,-0.2189922768,-1,-1.0,1.0,-1.0
74,2021-02-15 18:00:00,17991.0,0.0,1.0,5.286454558372498,0.0232,0.381,0.307,5.312,1874.45,254.648,15861.901999999998,2941.6536,16317.43952161074,0.0,1862.0,1862.0,48686.35,48402.12,48548.93,974.8,47305865.79,48402.33,190.04,0.3926257269,1,-1.0,-1.0,1.0
75,2021-02-15 20:00:00,6879.0,1.3333333333333333,2.716666666666667,4.4377604722976685,2.3524,0.916,0.0,4.084,2020.088,0.0,4858.912,4167.56,6371.479052722454,2896.4666666666667,5379.633333333334,5421.0,48789.78,48504.53,48677.87,922.1,44885344.62,48592.37,-275.95,-0.5678875099,-1,1.0,-1.0,-1.0
76,2021-02-15 22:00:00,21401.0,0.2750000000000001,2.925,5.291532099246979,0.2362,0.312,0.227,5.461,143.954,1022.074,20234.972,-1525.2155,19822.161706328392,-620.7458333333328,6595.770833333332,0.0,48324.97,47667.94,48182.49,1889.34,90729377.98,48316.42,-618.04,-1.279151063,-1,-1.0,1.0,1.0
77,2021-02-16 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49339.3,48795.5,49295.33,1482.26,72772037.28,49024.52,599.51,1.222877858,1,1.0,-1.0,1.0
78,2021-02-16 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50561.53,48454.48,48913.27,11309.58,561906636.0,49624.03,-325.61,-0.6561538835,-1,1.0,-1.0,-1.0
79,2021-02-16 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49441.96,48689.84,48893.93,2920.21,143291541.2,49298.42,-1163.76,-2.360643607,-1,-1.0,1.0,1.0
80,2021-02-16 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49280.98,48105.62,48992.16,4269.69,207885990.8,48134.66,530.3,1.101700936,1,1.0,-1.0,1.0
81,2021-02-16 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48719.04,47837.15,48268.84,3277.15,158037890.4,48664.96,125.75,0.2583994726,1,1.0,-1.0,1.0
82,2021-02-16 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48794.8,48247.54,48572.47,1551.36,75244687.84,48790.71,336.47,0.6896189869,1,1.0,1.0,-1.0
83,2021-02-16 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49160.44,48530.59,48573.97,2053.94,100188213.6,49127.18,-78.39,-0.1595654381,-1,-1.0,1.0,1.0
84,2021-02-17 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51659.31,51135.22,51506.63,2252.59,115787350.1,51239.29,-196.48,-0.3834557427,-1,-1.0,1.0,1.0
